paragraph,is_coherent
"According to the manufacturer, if the airplane took off with zero flaps and full power at 85 knots, the airplane should have climbed out at a 450-foot-per-minute rate of climb. Additionally, the throttle and mixture controls were observed to operate to their full travel limits, and continuity was established to the cockpit. The engine was run-up to full throttle with no abnormal condition noted. Additionally, the eyewitnesses all stated that it appeared that the airplane stalled with the wings wavering side to side, before the left wing dropped right before ground impact. Eyewitnesses to the accident said the airplane appeared to be slow and not climbing in a very nose high attitude after liftoff. The private pilot and his family were planning on departing the airport, which had a density altitude of 6,400 feet msl. The airport was reporting that the winds were from 240 degrees at 13 knots gusting to 19 knots at the time of the departure on runway 28. The pilot estimated his airspeed at 70 knots when he lifted the airplane off the ground. Magneto to engine timing was checked and found to be within manufacturer's limits. It was later determined that the airplane lifted off approximately 2/10 mile from the departure end of the runway. The aircraft was recovered after the accident and an engine examination and operational check was conducted.",0
"Magneto to engine timing was checked and found to be within manufacturer's limits. Additionally, the throttle and mixture controls were observed to operate to their full travel limits, and continuity was established to the cockpit. The engine was run-up to full throttle with no abnormal condition noted. The private pilot and his family were planning on departing the airport, which had a density altitude of 6,400 feet msl. Additionally, the eyewitnesses all stated that it appeared that the airplane stalled with the wings wavering side to side, before the left wing dropped right before ground impact. The airport was reporting that the winds were from 240 degrees at 13 knots gusting to 19 knots at the time of the departure on runway 28. Eyewitnesses to the accident said the airplane appeared to be slow and not climbing in a very nose high attitude after liftoff. The aircraft was recovered after the accident and an engine examination and operational check was conducted. According to the manufacturer, if the airplane took off with zero flaps and full power at 85 knots, the airplane should have climbed out at a 450-foot-per-minute rate of climb. The pilot estimated his airspeed at 70 knots when he lifted the airplane off the ground. It was later determined that the airplane lifted off approximately 2/10 mile from the departure end of the runway.",0
"The aircraft was recovered after the accident and an engine examination and operational check was conducted. The airport was reporting that the winds were from 240 degrees at 13 knots gusting to 19 knots at the time of the departure on runway 28. The engine was run-up to full throttle with no abnormal condition noted. According to the manufacturer, if the airplane took off with zero flaps and full power at 85 knots, the airplane should have climbed out at a 450-foot-per-minute rate of climb. The private pilot and his family were planning on departing the airport, which had a density altitude of 6,400 feet msl. It was later determined that the airplane lifted off approximately 2/10 mile from the departure end of the runway. Additionally, the throttle and mixture controls were observed to operate to their full travel limits, and continuity was established to the cockpit. Eyewitnesses to the accident said the airplane appeared to be slow and not climbing in a very nose high attitude after liftoff. Additionally, the eyewitnesses all stated that it appeared that the airplane stalled with the wings wavering side to side, before the left wing dropped right before ground impact. Magneto to engine timing was checked and found to be within manufacturer's limits. The pilot estimated his airspeed at 70 knots when he lifted the airplane off the ground.",0
"Magneto to engine timing was checked and found to be within manufacturer's limits. Additionally, the eyewitnesses all stated that it appeared that the airplane stalled with the wings wavering side to side, before the left wing dropped right before ground impact. According to the manufacturer, if the airplane took off with zero flaps and full power at 85 knots, the airplane should have climbed out at a 450-foot-per-minute rate of climb. It was later determined that the airplane lifted off approximately 2/10 mile from the departure end of the runway. The aircraft was recovered after the accident and an engine examination and operational check was conducted. Additionally, the throttle and mixture controls were observed to operate to their full travel limits, and continuity was established to the cockpit. The private pilot and his family were planning on departing the airport, which had a density altitude of 6,400 feet msl. The airport was reporting that the winds were from 240 degrees at 13 knots gusting to 19 knots at the time of the departure on runway 28. The engine was run-up to full throttle with no abnormal condition noted. Eyewitnesses to the accident said the airplane appeared to be slow and not climbing in a very nose high attitude after liftoff. The pilot estimated his airspeed at 70 knots when he lifted the airplane off the ground.",0
"According to the manufacturer, if the airplane took off with zero flaps and full power at 85 knots, the airplane should have climbed out at a 450-foot-per-minute rate of climb. It was later determined that the airplane lifted off approximately 2/10 mile from the departure end of the runway. The aircraft was recovered after the accident and an engine examination and operational check was conducted. Additionally, the eyewitnesses all stated that it appeared that the airplane stalled with the wings wavering side to side, before the left wing dropped right before ground impact. The private pilot and his family were planning on departing the airport, which had a density altitude of 6,400 feet msl. The pilot estimated his airspeed at 70 knots when he lifted the airplane off the ground. Additionally, the throttle and mixture controls were observed to operate to their full travel limits, and continuity was established to the cockpit. The engine was run-up to full throttle with no abnormal condition noted. Eyewitnesses to the accident said the airplane appeared to be slow and not climbing in a very nose high attitude after liftoff. The airport was reporting that the winds were from 240 degrees at 13 knots gusting to 19 knots at the time of the departure on runway 28. Magneto to engine timing was checked and found to be within manufacturer's limits.",0
"The pilot estimated his airspeed at 70 knots when he lifted the airplane off the ground. The aircraft was recovered after the accident and an engine examination and operational check was conducted. Magneto to engine timing was checked and found to be within manufacturer's limits. According to the manufacturer, if the airplane took off with zero flaps and full power at 85 knots, the airplane should have climbed out at a 450-foot-per-minute rate of climb. Additionally, the throttle and mixture controls were observed to operate to their full travel limits, and continuity was established to the cockpit. Eyewitnesses to the accident said the airplane appeared to be slow and not climbing in a very nose high attitude after liftoff. The private pilot and his family were planning on departing the airport, which had a density altitude of 6,400 feet msl. Additionally, the eyewitnesses all stated that it appeared that the airplane stalled with the wings wavering side to side, before the left wing dropped right before ground impact. The engine was run-up to full throttle with no abnormal condition noted. The airport was reporting that the winds were from 240 degrees at 13 knots gusting to 19 knots at the time of the departure on runway 28. It was later determined that the airplane lifted off approximately 2/10 mile from the departure end of the runway.",0
"Additionally, the eyewitnesses all stated that it appeared that the airplane stalled with the wings wavering side to side, before the left wing dropped right before ground impact. Additionally, the throttle and mixture controls were observed to operate to their full travel limits, and continuity was established to the cockpit. The private pilot and his family were planning on departing the airport, which had a density altitude of 6,400 feet msl. The aircraft was recovered after the accident and an engine examination and operational check was conducted. Eyewitnesses to the accident said the airplane appeared to be slow and not climbing in a very nose high attitude after liftoff. The engine was run-up to full throttle with no abnormal condition noted. According to the manufacturer, if the airplane took off with zero flaps and full power at 85 knots, the airplane should have climbed out at a 450-foot-per-minute rate of climb. The airport was reporting that the winds were from 240 degrees at 13 knots gusting to 19 knots at the time of the departure on runway 28. It was later determined that the airplane lifted off approximately 2/10 mile from the departure end of the runway. Magneto to engine timing was checked and found to be within manufacturer's limits. The pilot estimated his airspeed at 70 knots when he lifted the airplane off the ground.",0
"The aircraft was recovered after the accident and an engine examination and operational check was conducted. According to the manufacturer, if the airplane took off with zero flaps and full power at 85 knots, the airplane should have climbed out at a 450-foot-per-minute rate of climb. The airport was reporting that the winds were from 240 degrees at 13 knots gusting to 19 knots at the time of the departure on runway 28. Additionally, the eyewitnesses all stated that it appeared that the airplane stalled with the wings wavering side to side, before the left wing dropped right before ground impact. Eyewitnesses to the accident said the airplane appeared to be slow and not climbing in a very nose high attitude after liftoff. Additionally, the throttle and mixture controls were observed to operate to their full travel limits, and continuity was established to the cockpit. Magneto to engine timing was checked and found to be within manufacturer's limits. The pilot estimated his airspeed at 70 knots when he lifted the airplane off the ground. It was later determined that the airplane lifted off approximately 2/10 mile from the departure end of the runway. The private pilot and his family were planning on departing the airport, which had a density altitude of 6,400 feet msl. The engine was run-up to full throttle with no abnormal condition noted.",0
"It was later determined that the airplane lifted off approximately 2/10 mile from the departure end of the runway. The aircraft was recovered after the accident and an engine examination and operational check was conducted. Magneto to engine timing was checked and found to be within manufacturer's limits. Eyewitnesses to the accident said the airplane appeared to be slow and not climbing in a very nose high attitude after liftoff. The airport was reporting that the winds were from 240 degrees at 13 knots gusting to 19 knots at the time of the departure on runway 28. According to the manufacturer, if the airplane took off with zero flaps and full power at 85 knots, the airplane should have climbed out at a 450-foot-per-minute rate of climb. The pilot estimated his airspeed at 70 knots when he lifted the airplane off the ground. Additionally, the throttle and mixture controls were observed to operate to their full travel limits, and continuity was established to the cockpit. Additionally, the eyewitnesses all stated that it appeared that the airplane stalled with the wings wavering side to side, before the left wing dropped right before ground impact. The private pilot and his family were planning on departing the airport, which had a density altitude of 6,400 feet msl. The engine was run-up to full throttle with no abnormal condition noted.",0
"Eyewitnesses to the accident said the airplane appeared to be slow and not climbing in a very nose high attitude after liftoff. The engine was run-up to full throttle with no abnormal condition noted. Magneto to engine timing was checked and found to be within manufacturer's limits. Additionally, the eyewitnesses all stated that it appeared that the airplane stalled with the wings wavering side to side, before the left wing dropped right before ground impact. According to the manufacturer, if the airplane took off with zero flaps and full power at 85 knots, the airplane should have climbed out at a 450-foot-per-minute rate of climb. Additionally, the throttle and mixture controls were observed to operate to their full travel limits, and continuity was established to the cockpit. It was later determined that the airplane lifted off approximately 2/10 mile from the departure end of the runway. The pilot estimated his airspeed at 70 knots when he lifted the airplane off the ground. The aircraft was recovered after the accident and an engine examination and operational check was conducted. The airport was reporting that the winds were from 240 degrees at 13 knots gusting to 19 knots at the time of the departure on runway 28. The private pilot and his family were planning on departing the airport, which had a density altitude of 6,400 feet msl.",0
"The pilot estimated his airspeed at 70 knots when he lifted the airplane off the ground. It was later determined that the airplane lifted off approximately 2/10 mile from the departure end of the runway. Additionally, the throttle and mixture controls were observed to operate to their full travel limits, and continuity was established to the cockpit. According to the manufacturer, if the airplane took off with zero flaps and full power at 85 knots, the airplane should have climbed out at a 450-foot-per-minute rate of climb. Magneto to engine timing was checked and found to be within manufacturer's limits. Additionally, the eyewitnesses all stated that it appeared that the airplane stalled with the wings wavering side to side, before the left wing dropped right before ground impact. Eyewitnesses to the accident said the airplane appeared to be slow and not climbing in a very nose high attitude after liftoff. The engine was run-up to full throttle with no abnormal condition noted. The private pilot and his family were planning on departing the airport, which had a density altitude of 6,400 feet msl. The aircraft was recovered after the accident and an engine examination and operational check was conducted. The airport was reporting that the winds were from 240 degrees at 13 knots gusting to 19 knots at the time of the departure on runway 28.",0
"Eyewitnesses to the accident said the airplane appeared to be slow and not climbing in a very nose high attitude after liftoff. The pilot estimated his airspeed at 70 knots when he lifted the airplane off the ground. The aircraft was recovered after the accident and an engine examination and operational check was conducted. The airport was reporting that the winds were from 240 degrees at 13 knots gusting to 19 knots at the time of the departure on runway 28. The private pilot and his family were planning on departing the airport, which had a density altitude of 6,400 feet msl. It was later determined that the airplane lifted off approximately 2/10 mile from the departure end of the runway. The engine was run-up to full throttle with no abnormal condition noted. According to the manufacturer, if the airplane took off with zero flaps and full power at 85 knots, the airplane should have climbed out at a 450-foot-per-minute rate of climb. Additionally, the throttle and mixture controls were observed to operate to their full travel limits, and continuity was established to the cockpit. Additionally, the eyewitnesses all stated that it appeared that the airplane stalled with the wings wavering side to side, before the left wing dropped right before ground impact. Magneto to engine timing was checked and found to be within manufacturer's limits.",0
"The pilot reported the fuel gauge registered 40 gallons, so he departed. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. The overnight tide/wave action subsequently beached most of the airplane. The pilot rocked the airplane's wings and experienced a 'short surge of power.' The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. However, it lasted only a brief moment and all engine power was again totally lost. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power.",0
"During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. The overnight tide/wave action subsequently beached most of the airplane. The pilot rocked the airplane's wings and experienced a 'short surge of power.' In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. However, it lasted only a brief moment and all engine power was again totally lost. The pilot reported the fuel gauge registered 40 gallons, so he departed. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines.",0
"During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. The pilot reported the fuel gauge registered 40 gallons, so he departed. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. The overnight tide/wave action subsequently beached most of the airplane. However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. The pilot rocked the airplane's wings and experienced a 'short surge of power.' In the pilot's report, he did not indicate having experienced any mechanical malfunctions. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. However, it lasted only a brief moment and all engine power was again totally lost.",0
"The pilot reported the fuel gauge registered 40 gallons, so he departed. The pilot rocked the airplane's wings and experienced a 'short surge of power.' However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. The overnight tide/wave action subsequently beached most of the airplane. However, it lasted only a brief moment and all engine power was again totally lost.",0
"In the pilot's report, he did not indicate having experienced any mechanical malfunctions. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. However, it lasted only a brief moment and all engine power was again totally lost. The overnight tide/wave action subsequently beached most of the airplane. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. The pilot rocked the airplane's wings and experienced a 'short surge of power.' The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. The pilot reported the fuel gauge registered 40 gallons, so he departed. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines.",0
"However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. The pilot rocked the airplane's wings and experienced a 'short surge of power.' However, it lasted only a brief moment and all engine power was again totally lost. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. The overnight tide/wave action subsequently beached most of the airplane. The pilot reported the fuel gauge registered 40 gallons, so he departed.",0
"The pilot reported the fuel gauge registered 40 gallons, so he departed. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. However, it lasted only a brief moment and all engine power was again totally lost. The overnight tide/wave action subsequently beached most of the airplane. However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. The pilot rocked the airplane's wings and experienced a 'short surge of power.' The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. In the pilot's report, he did not indicate having experienced any mechanical malfunctions.",0
"The overnight tide/wave action subsequently beached most of the airplane. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. However, it lasted only a brief moment and all engine power was again totally lost. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. The pilot reported the fuel gauge registered 40 gallons, so he departed. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. The pilot rocked the airplane's wings and experienced a 'short surge of power.' However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system.",0
"The pilot rocked the airplane's wings and experienced a 'short surge of power.' During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. The overnight tide/wave action subsequently beached most of the airplane. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. The pilot reported the fuel gauge registered 40 gallons, so he departed. However, it lasted only a brief moment and all engine power was again totally lost. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. In the pilot's report, he did not indicate having experienced any mechanical malfunctions.",0
"The pilot rocked the airplane's wings and experienced a 'short surge of power.' The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. The overnight tide/wave action subsequently beached most of the airplane. However, it lasted only a brief moment and all engine power was again totally lost. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. The pilot reported the fuel gauge registered 40 gallons, so he departed. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system.",0
"However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. The pilot reported the fuel gauge registered 40 gallons, so he departed. The pilot rocked the airplane's wings and experienced a 'short surge of power.' The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. However, it lasted only a brief moment and all engine power was again totally lost. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. The overnight tide/wave action subsequently beached most of the airplane. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components.",0
"The pilot rocked the airplane's wings and experienced a 'short surge of power.' In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. However, it lasted only a brief moment and all engine power was again totally lost. The overnight tide/wave action subsequently beached most of the airplane. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. The pilot reported the fuel gauge registered 40 gallons, so he departed. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system.",0
"The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. The overnight tide/wave action subsequently beached most of the airplane. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. However, it lasted only a brief moment and all engine power was again totally lost. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. The pilot rocked the airplane's wings and experienced a 'short surge of power.' However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. The pilot reported the fuel gauge registered 40 gallons, so he departed. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel.",0
"The pilot rocked the airplane's wings and experienced a 'short surge of power.' In the pilot's report, he did not indicate having experienced any mechanical malfunctions. However, it lasted only a brief moment and all engine power was again totally lost. The overnight tide/wave action subsequently beached most of the airplane. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. The pilot reported the fuel gauge registered 40 gallons, so he departed.",0
"The pilot rocked the airplane's wings and experienced a 'short surge of power.' However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. The overnight tide/wave action subsequently beached most of the airplane. However, it lasted only a brief moment and all engine power was again totally lost. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. The pilot reported the fuel gauge registered 40 gallons, so he departed. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. In the pilot's report, he did not indicate having experienced any mechanical malfunctions.",0
"The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. The overnight tide/wave action subsequently beached most of the airplane. However, it lasted only a brief moment and all engine power was again totally lost. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. The pilot reported the fuel gauge registered 40 gallons, so he departed. The pilot rocked the airplane's wings and experienced a 'short surge of power.' Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel.",0
"However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. However, it lasted only a brief moment and all engine power was again totally lost. The pilot rocked the airplane's wings and experienced a 'short surge of power.' The overnight tide/wave action subsequently beached most of the airplane. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. The pilot reported the fuel gauge registered 40 gallons, so he departed.",0
"The overnight tide/wave action subsequently beached most of the airplane. The pilot reported the fuel gauge registered 40 gallons, so he departed. The pilot rocked the airplane's wings and experienced a 'short surge of power.' Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. However, it lasted only a brief moment and all engine power was again totally lost. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines.",0
"During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. The pilot rocked the airplane's wings and experienced a 'short surge of power.' However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. However, it lasted only a brief moment and all engine power was again totally lost. The overnight tide/wave action subsequently beached most of the airplane. The pilot reported the fuel gauge registered 40 gallons, so he departed. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines.",0
"However, because of the airframe damage sustained during immersion in the salt water and the subsequent destruction to components, the Safety Board was unable to document the integrity of the fuel quantity indicator system. The pilot turned toward the shoreline, reduced airspeed, and ditched about 0.25 miles off shore. The pilot rocked the airplane's wings and experienced a 'short surge of power.' The pilot reported the fuel gauge registered 40 gallons, so he departed. The Federal Aviation Administration (FAA) coordinator examined recovered portions of the airframe and engines. In the pilot's report, he did not indicate having experienced any mechanical malfunctions. During initial climb upon reaching an altitude of about 400 feet above the ocean, both engines simultaneously lost power. However, it lasted only a brief moment and all engine power was again totally lost. The overnight tide/wave action subsequently beached most of the airplane. In pertinent part, the FAA reported finding no physical evidence of any mechanical malfunction with the examined components. Prior to departure the pilot believed that his airplane contained between 30 and 40 gallons of fuel, adequate for a 15-minute-long flight to another airport where he could purchase additional fuel.",0
"The sale was not completed based upon the results of a pre-sale inspection. However, the swath cut through the trees at the accident site was approximately 030 degrees magnetic. The airplane descended, then leveled off, then descended again, and impacted terrain around an elevation of 1,750 feet. Radar coverage revealed that, during the approximately 35-minute flight, the airplane climbed to, and maintained 8,700 feet until about 3 minutes prior to the accident. The pilot was returning from a business trip where he had attempted to sell the airplane. No flight plan was filed, and the pilot was never in contact with air traffic control facilities. In flight, the airplane's track over the ground had been about 325 degrees magnetic. The estimated rate of the final decent was initially 1,800 feet per minute, which increased to 6,400 feet per minute. The private pilot received his certificate less than 4 months earlier. The pilot was seen as visibly upset, and departed the airport for his home field. The airplane was destroyed when it impacted mountainous terrain at a 55-degree descent angle.",0
